0.02 , 28.0
0.05 , 38.0
0.07 , 44.0
0.1 , 50.0
0.12 , 54.0
0.15 , 62.0
0.17 , 64.0
0.2 , 71.0
0.22 , 76.0
0.25 , 80.0
0.27 , 85.0
0.3 , 91.0
0.33 , 96.0
0.35 , 100.0
0.38 , 108.0
0.4 , 115.0
0.43 , 122.0
0.45 , 129.0
0.48 , 137.0
0.5 , 145.0
0.53 , 151.0
0.55 , 159.0
0.58 , 166.0
0.6 , 173.0
0.63 , 183.0
0.66 , 193.0
0.68 , 199.0
0.71 , 208.0
0.73 , 217.0
0.6 , 225.0
0.78 , 236.0
0.81 , 245.0
0.83 , 255.0
0.86 , 262.0
0.88 , 273.0
0.91 , 282.0
0.93 , 294.0
0.96 , 304.0
0.99 , 313.0
1.01 , 323.0
1.04 , 334.0
1.06 , 342.0
1.09 , 355.0
1.11 , 361.0
1.14 , 371.0
1.16 , 379.0
1.19 , 389.0
1.21 , 399.0
1.24 , 409.0
1.27 , 417.0
1.29 , 425.0
1.32 , 431.0
1.34 , 449.0
1.37 , 450.0
1.39 , 457.0
1.42 , 463.0
1.44 , 471.0
1.47 , 474.0
1.49 , 486.0
1.52 , 488.0
1.54 , 495.0
1.57 , 500.0
1.6 , 509.0
1.62 , 511.0
1.65 , 516.0
1.67 , 520.0
1.7 , 528.0
1.72 , 530.0
1.75 , 534.0
1.77 , 539.0
1.8 , 546.0
1.82 , 547.0
1.85 , 552.0
1.87 , 555.0
1.9 , 558.0
1.93 , 562.0
1.95 , 566.0
1.98 , 567.0
2.0 , 572.0
2.03 , 574.0
2.05 , 576.0
2.08 , 577.0
2.1 , 583.0
2.13 , 583.0
2.15 , 586.0
2.18 , 588.0
2.2 , 590.0
2.23 , 589.0
2.26 , 588.0
2.28 , 584.0
2.31 , 579.0
2.33 , 561.0
2.36 , 463.0
2.38 , 206.0
2.41 , 66.0
2.43 , 39.0
2.46 , 38.0
