0.02 , 21.0
0.05 , 28.0
0.07 , 35.0
0.1 , 43.0
0.12 , 50.0
0.15 , 57.0
0.17 , 61.0
0.2 , 70.0
0.22 , 72.0
0.25 , 78.0
0.27 , 82.0
0.3 , 89.0
0.33 , 94.0
0.35 , 100.0
0.38 , 105.0
0.4 , 109.0
0.43 , 113.0
0.45 , 120.0
0.48 , 124.0
0.5 , 128.0
0.53 , 134.0
0.55 , 140.0
0.58 , 143.0
0.6 , 150.0
0.63 , 154.0
0.66 , 159.0
0.68 , 164.0
0.71 , 169.0
0.73 , 175.0
0.76 , 180.0
0.78 , 185.0
0.81 , 193.0
0.183 , 198.0
0.86 , 206.0
0.88 , 211.0
0.91 , 216.0
0.93 , 225.0
0.96 , 231.0
0.99 , 239.0
1.01 , 245.0
1.04 , 252.0
1.06 , 260.0
1.09 , 267.0
1.11 , 273.0
1.14 , 280.0
1.16 , 290.0
1.19 , 294.0
1.21 , 302.0
1.24 , 311.0
1.27 , 316.0
1.29 , 325.0
1.32 , 333.0
1.34 , 339.0
1.37 , 348.0
1.39 , 353.0
1.42 , 361.0
1.44 , 366.0
1.47 , 371.0
1.49 , 376.0
1.52 , 381.0
1.54 , 385.0
1.57 , 388.0
1.6 , 390.0
1.62 , 392.0
1.65 , 395.0
1.67 , 395.0
1.7 , 395.0
1.72 , 394.0
1.75 , 388.0
1.77 , 385.0
1.8 , 381.0
1.82 , 375.0
1.85 , 290.0
1.87 , 129.0
1.9 , 82.0
1.93 , 62.0
1.95 , 57.0
