0.02 , 16.0
0.05 , 22.0
0.07 , 29.0
0.1 , 34.0
0.12 , 39.0
0.15 , 45.0
0.17 , 50.0
0.2 , 56.0
0.22 , 58.0
0.25 , 63.0
0.27 , 67.0
0.3 , 70.0
0.33 , 73.0
0.35 , 77.0
0.38 , 81.0
0.4 , 86.0
0.43 , 89.0
0.45 , 94.0
0.48 , 98.0
0.5 , 100.0
0.53 , 105.0
0.55 , 109.0
0.58 , 113.0
0.6 , 117.0
0.63 , 120.0
0.66 , 126.0
0.68 , 129.0
0.71 , 134.0
0.73 , 140.0
0.76 , 145.0
0.78 , 150.0
0.81 , 156.0
0.83 , 161.0
0.86 , 165.0
0.88 , 171.0
0.91 , 179.0
0.93 , 185.0
0.96 , 193.0
0.99 , 199.0
1.01 , 203.0
1.04 , 213.0
1.06 , 221.0
1.09 , 226.0
1.11 , 234.0
1.14 , 243.0
1.16 , 252.0
1.19 , 257.0
1.21 , 264.0
1.24 , 273.0
1.27 , 280.0
1.29 , 288.0
1.32 , 299.0
1.34 , 305.0
1.37 , 314.0
1.39 , 324.0
1.42 , 332.0
1.44 , 342.0
1.47 , 350.0
1.49 , 360.0
1.52 , 367.0
1.54 , 381.0
1.57 , 390.0
1.6 , 398.0
1.62 , 407.0
1.65 , 422.0
1.67 , 428.0
1.7 , 439.0
1.72 , 445.0
1.75 , 458.0
1.77 , 468.0
1.8 , 479.0
1.82 , 486.0
1.85 , 497.0
1.87 , 505.0
1.9 , 511.0
1.93 , 520.0
1.95 , 528.0
1.98 , 532.0
2.0 , 458.0
2.03 , 412.0
2.1 , 300.0
