0.02 , 19.0
0.05 , 26.0
0.07 , 33.0
0.1 , 40.0
0.12 , 47.0
0.15 , 54.0
0.17 , 58.0
0.2 , 66.0
0.22 , 70.0
0.25 , 75.0
0.27 , 80.0
0.3 , 87.0
0.33 , 91.0
0.35 , 98.0
0.38 , 104.0
0.4 , 109.0
0.43 , 115.0
0.45 , 122.0
0.48 , 128.0
0.5 , 132.0
0.53 , 140.0
0.55 , 147.0
0.58 , 154.0
0.6 , 160.0
0.63 , 166.0
0.66 , 175.0
0.68 , 182.0
0.71 , 190.0
0.73 , 197.0
0.76 , 204.0
0.78 , 212.0
0.81 , 224.0
0.83 , 230.0
0.86 , 238.0
0.88 , 246.0
0.91 , 254.0
0.93 , 264.0
0.96 , 279.0
0.99 , 283.0
1.01 , 291.0
1.04 , 301.0
1.06 , 310.0
1.09 , 319.0
1.11 , 329.0
1.14 , 337.0
1.16 , 348.0
1.19 , 358.0
1.21 , 369.0
1.24 , 378.0
1.27 , 389.0
1.29 , 399.0
1.32 , 408.0
1.34 , 420.0
1.37 , 432.0
1.39 , 443.0
1.42 , 450.0
1.44 , 463.0
1.47 , 471.0
1.49 , 485.0
1.52 , 492.0
1.54 , 501.0
1.57 , 509.0
1.6 , 520.0
1.62 , 530.0
1.65 , 539.0
1.67 , 544.0
1.7 , 553.0
1.72 , 560.0
1.75 , 571.0
1.77 , 574.0
1.8 , 577.0
1.82 , 578.0
1.85 , 577.0
1.87 , 566.0
1.9 , 530.0
1.93 , 515.0
1.95 , 101.0
1.98 , 45.0
2.0 , 45.0
