0.02 , 19.0
0.05 , 29.0
0.07 , 33.0
0.1 , 38.0
0.12 , 40.0
0.15 , 45.0
0.17 , 48.0
0.2 , 52.0
0.22 , 56.0
0.25 , 59.0
0.27 , 62.0
0.3 , 67.0
0.33 , 70.0
0.35 , 73.0
0.38 , 76.0
0.4 , 81.0
0.43 , 85.0
0.45 , 90.0
0.48 , 94.0
0.5 , 99.0
0.53 , 103.0
0.55 , 106.0
0.58 , 110.0
0.6 , 115.0
0.63 , 120.0
0.66 , 124.0
0.68 , 129.0
0.71 , 133.0
0.73 , 138.0
0.76 , 145.0
0.78 , 148.0
0.81 , 152.0
0.83 , 157.0
0.86 , 164.0
0.88 , 168.0
0.91 , 173.0
0.93 , 178.0
0.96 , 183.0
0.99 , 188.0
1.01 , 192.0
1.04 , 198.0
1.06 , 204.0
1.09 , 210.0
1.11 , 215.0
1.14 , 220.0
1.16 , 227.0
1.19 , 230.0
1.21 , 238.0
1.24 , 243.0
1.27 , 248.0
1.29 , 253.0
1.32 , 259.0
1.34 , 264.0
1.37 , 268.0
1.39 , 273.0
1.42 , 278.0
1.44 , 282.0
1.47 , 287.0
1.49 , 288.0
1.52 , 287.0
1.54 , 283.0
1.57 , 276.0
1.6 , 248.0
1.62 , 175.0
1.65 , 119.0
1.67 , 66.0
1.7 , 47.0
