0.02 , 9.0
0.05 , 20.0
0.07 , 27.0
0.1 , 31.0
0.12 , 37.0
0.15 , 40.0
0.17 , 44.0
0.2 , 46.0
0.22 , 50.0
0.25 , 53.0
0.27 , 57.0
0.3 , 59.0
0.33 , 64.0
0.35 , 67.0
0.38 , 71.0
0.4 , 73.0
0.43 , 79.0
0.45 , 82.0
0.48 , 86.0
0.5 , 91.0
0.53 , 95.0
0.55 , 99.0
0.58 , 104.0
0.6 , 107.0
0.63 , 111.0
0.66 , 115.0
0.68 , 119.0
0.71 , 121.0
0.73 , 127.0
0.76 , 130.0
0.78 , 134.0
0.81 , 138.0
0.83 , 141.0
0.86 , 146.0
0.88 , 151.0
0.91 , 152.0
0.93 , 157.0
0.96 , 161.0
0.99 , 165.0
1.01 , 169.0
1.04 , 174.0
1.06 , 176.0
1.09 , 181.0
1.11 , 184.0
1.14 , 189.0
1.16 , 191.0
1.19 , 195.0
1.21 , 199.0
1.24 , 209.0
1.27 , 208.0
1.29 , 211.0
1.32 , 214.0
1.34 , 219.0
1.37 , 222.0
1.39 , 227.0
1.42 , 230.0
1.44 , 235.0
1.47 , 239.0
1.49 , 244.0
1.52 , 246.0
1.54 , 251.0
1.57 , 255.0
1.6 , 259.0
1.62 , 261.0
1.65 , 265.0
1.67 , 270.0
1.7 , 275.0
1.72 , 279.0
1.75 , 283.0
1.77 , 287.0
1.8 , 293.0
1.82 , 296.0
1.85 , 301.0
1.87 , 305.0
1.9 , 309.0
1.93 , 314.0
1.95 , 319.0
1.98 , 323.0
2.0 , 328.0
2.03 , 331.0
2.05 , 334.0
2.08 , 340.0
2.1 , 345.0
2.13 , 348.0
2.15 , 353.0
2.18 , 358.0
2.2 , 362.0
2.23 , 366.0
2.26 , 370.0
2.28 , 373.0
2.31 , 377.0
2.33 , 381.0
2.36 , 385.0
2.38 , 389.0
2.41 , 393.0
2.43 , 396.0
2.46 , 400.0
2.48 , 404.0
2.51 , 405.0
2.54 , 409.0
2.56 , 410.0
2.59 , 410.0
2.61 , 404.0
2.64 , 352.0
2.66 , 328.0
2.69 , 309.0
2.71 , 306.0
2.74 , 300.0
2.76 , 295.0
2.79 , 233.0
2.81 , 137.0
2.81 , 71.0

