0.02 , 12.0
0.05 , 20.0
0.07 , 25.0
0.1 , 31.0
0.12 , 36.0
0.15 , 43.0
0.17 , 48.0
0.2 , 56.0
0.22 , 61.0
0.25 , 68.0
0.27 , 75.0
0.3 , 80.0
0.33 , 84.0
0.35 , 87.0
0.38 , 91.0
0.4 , 96.0
0.43 , 99.0
0.45 , 104.0
0.48 , 108.0
0.5 , 113.0
0.53 , 118.0
0.55 , 123.0
0.58 , 127.0
0.6 , 131.0
0.63 , 136.0
0.66 , 140.0
0.68 , 145.0
0.71 , 151.0
0.73 , 155.0
0.76 , 157.0
0.78 , 165.0
0.81 , 170.0
0.83 , 174.0
0.86 , 178.0
0.88 , 184.0
0.91 , 188.0
0.93 , 196.0
0.96 , 201.0
0.99 , 206.0
1.01 , 211.0
1.04 , 216.0
1.06 , 222.0
1.09 , 227.0
1.11 , 232.0
1.14 , 238.0
1.16 , 243.0
1.19 , 249.0
1.21 , 255.0
1.24 , 259.0
1.27 , 264.0
1.29 , 271.0
1.32 , 276.0
1.34 , 281.0
1.37 , 287.0
1.39 , 294.0
1.42 , 299.0
1.44 , 304.0
1.47 , 311.0
1.49 , 315.0
1.52 , 320.0
1.54 , 327.0
1.57 , 332.0
1.6 , 338.0
1.62 , 346.0
1.65 , 352.0
1.67 , 357.0
1.7 , 364.0
1.72 , 369.0
1.75 , 378.0
1.77 , 383.0
1.8 , 388.0
1.82 , 394.0
1.85 , 403.0
1.87 , 408.0
1.9 , 416.0
1.93 , 421.0
1.99 , 425.0
1.98 , 434.0
2.0 , 441.0
2.03 , 446.0
2.05 , 454.0
2.08 , 459.0
2.1 , 465.0
2.13 , 473.0
2.15 , 481.0
2.18 , 485.0
2.2 , 491.0
2.23 , 497.0
2.26 , 502.0
2.28 , 508.0
2.31 , 518.0
2.33 , 521.0
2.36 , 530.0
2.38 , 534.0
2.41 , 539.0
2.43 , 546.0
2.46 , 553.0
2.48 , 557.0
2.51 , 563.0
2.54 , 566.0
2.56 , 572.0
2.59 , 576.0
2.61 , 584.0
2.64 , 585.0
2.66 , 590.0
2.69 , 593.0
2.71 , 598.0
2.74 , 600.0
2.76 , 608.0
2.79 , 609.0
2.81 , 614.0
2.84 , 616.0
2.87 , 621.0
2.89 , 622.0
2.92 , 628.0
2.94 , 628.0
2.97 , 633.0
2.99 , 634.0
3.02 , 637.0
3.02 , 639.0
3.02 , 637.0
3.04 , 637.0
3.07 , 640.0
3.09 , 640.0
3.12 , 644.0
3.14 , 644.0
3.14 , 645.0
3.17 , 647.0
3.2 , 645.0
3.22 , 640.0
3.25 , 593.0
3.27 , 435.0
3.3 , 378.0
3.32 , 230.0
3.35 , 95.0
3.37 , 48.0
