0.02 , 14.0
0.02 , 18.0
0.07 , 23.0
0.1 , 28.0
0.12 , 34.0
0.15 , 38.0
0.17 , 43.0
0.2 , 48.0
0.22 , 53.0
0.25 , 58.0
0.27 , 63.0
0.3 , 67.0
0.33 , 74.0
0.35 , 77.0
0.38 , 81.0
0.4 , 85.0
0.43 , 90.0
0.45 , 94.0
0.48 , 99.0
0.5 , 103.0
0.53 , 108.0
0.55 , 114.0
0.58 , 119.0
0.6 , 123.0
0.63 , 128.0
0.66 , 132.0
0.68 , 137.0
0.71 , 144.0
0.73 , 150.0
0.76 , 155.0
0.78 , 159.0
0.81 , 167.0
0.83 , 175.0
0.86 , 179.0
0.88 , 187.0
0.91 , 192.0
0.93 , 198.0
0.96 , 206.0
0.99 , 211.0
1.01 , 219.0
1.04 , 225.0
1.06 , 231.0
1.09 , 240.0
1.11 , 247.0
1.14 , 256.0
1.16 , 261.0
1.19 , 268.0
1.21 , 276.0
1.24 , 282.0
1.27 , 290.0
1.29 , 300.0
1.32 , 305.0
1.34 , 313.0
1.37 , 322.0
1.39 , 327.0
1.42 , 336.0
1.44 , 346.0
1.47 , 352.0
1.49 , 359.0
1.52 , 368.0
1.54 , 377.0
1.57 , 384.0
1.6 , 392.0
1.62 , 399.0
1.65 , 407.0
1.67 , 415.0
1.7 , 424.0
1.72 , 431.0
1.75 , 438.0
1.77 , 445.0
1.8 , 452.0
1.82 , 461.0
1.85 , 468.0
1.87 , 475.0
1.9 , 481.0
1.93 , 490.0
1.95 , 494.0
1.98 , 501.0
2.0 , 504.0
2.03 , 509.0
2.05 , 514.0
2.08 , 520.0
2.1 , 524.0
2.13 , 529.0
2.15 , 534.0
2.18 , 538.0
2.2 , 543.0
2.23 , 550.0
2.26 , 551.0
2.28 , 557.0
2.31 , 560.0
2.33 , 565.0
2.36 , 568.0
2.38 , 579.0
2.41 , 575.0
2.43 , 580.0
2.46 , 582.0
2.48 , 587.0
2.51 , 588.0
2.54 , 593.0
2.56 , 594.0
2.59 , 599.0
2.61 , 601.0
2.64 , 604.0
2.66 , 607.0
2.69 , 612.0
2.71 , 612.0
2.74 , 615.0
2.76 , 618.0
2.79 , 621.0
2.81 , 624.0
2.84 , 627.0
2.87 , 629.0
2.89 , 632.0
2.92 , 631.0
2.94 , 636.0
2.97 , 638.0
2.99 , 640.0
3.02 , 636.0
3.04 , 627.0
3.07 , 611.0
3.09 , 545.0
3.12 , 470.0
3.14 , 403.0
3.17 , 384.0
3.2 , 338.0
3.22 , 266.0
3.3 , 150.0
