0.02 , 15.0
0.05 , 24.0
0.07 , 28.0
0.1 , 33.0
0.12 , 35.0
0.15 , 41.0
0.17 , 43.0
0.2 , 47.0
0.22 , 51.0
0.25 , 53.0
0.27 , 57.0
0.3 , 61.0
0.33 , 63.0
0.35 , 69.0
0.38 , 71.0
0.4 , 76.0
0.43 , 79.0
0.45 , 83.0
0.48 , 86.0
0.5 , 90.0
0.53 , 95.0
0.55 , 100.0
0.58 , 105.0
0.6 , 109.0
0.63 , 114.0
0.66 , 118.0
0.68 , 125.0
0.71 , 127.0
0.73 , 132.0
0.76 , 136.0
0.78 , 141.0
0.81 , 147.0
0.83 , 153.0
0.86 , 158.0
0.88 , 161.0
0.91 , 168.0
0.93 , 173.0
0.96 , 179.0
0.99 , 183.0
1.01 , 191.0
1.04 , 197.0
1.06 , 202.0
1.09 , 209.0
1.11 , 214.0
1.14 , 221.0
1.16 , 225.0
1.19 , 231.0
1.21 , 238.0
1.24 , 243.0
1.27 , 248.0
1.29 , 256.0
1.32 , 261.0
1.34 , 267.0
1.37 , 272.0
1.39 , 279.0
1.42 , 285.0
1.44 , 291.0
1.47 , 298.0
1.49 , 305.0
1.52 , 310.0
1.54 , 317.0
1.57 , 323.0
1.6 , 328.0
1.62 , 335.0
1.65 , 340.0
1.67 , 343.0
1.7 , 347.0
1.72 , 352.0
1.75 , 354.0
1.77 , 357.0
1.8 , 359.0
1.82 , 359.0
1.85 , 354.0
1.87 , 333.0
1.9 , 145.0
1.93 , 51.0
1.95 , 37.0
1.98 , 35.0
